state_name,metro,geo_name,federal_workers,margin_of_error,share_of_employment
Texas,43300,"Sherman-Denison, TX",820,523,0.012137539039950266
Arizona,43320,"Show Low, AZ",2702,776,0.07548118557421013
Louisiana,43340,"Shreveport-Bossier City, LA",6930,2101,0.04186628163381201
Ohio,43380,"Sidney, OH",80,141,0.0034186573223366525
Arizona,43420,"Sierra Vista-Douglas, AZ",3462,920,0.08342972816657027
Missouri,43460,"Sikeston, MO",393,282,0.018048220436280137
New Mexico,43500,"Silver City, NM",186,227,0.02231285988483685
Iowa,43580,"Sioux City, IA-NE-SD",998,563,0.014089279159725555
Nebraska,43580,"Sioux City, IA-NE-SD",998,563,0.014089279159725555
South Dakota,43580,"Sioux City, IA-NE-SD",998,563,0.014089279159725555
South Dakota,43620,"Sioux Falls, SD-MN",3540,1075,0.02075759352644541
NA,43640,"Slidell-Mandeville-Covington, LA",3396,1069,0.025866599638964424
Kentucky,43700,"Somerset, KY",887,583,0.03374419843262573
Pennsylvania,43740,"Somerset, PA",647,291,0.01971779477646055
California,43760,"Sonora, CA",714,464,0.03145235892691952
Indiana,43780,"South Bend-Mishawaka, IN-MI",2073,708,0.013321337917295891
Michigan,43780,"South Bend-Mishawaka, IN-MI",2073,708,0.013321337917295891
NA,43890,"Sparta, WI",1714,512,0.08439608055541878
South Carolina,43900,"Spartanburg, SC",1703,910,0.009513063005189452
South Dakota,43940,"Spearfish, SD",633,427,0.04392782789729355
Iowa,44020,"Spirit Lake, IA",233,178,0.023530599878812362
Washington,44060,"Spokane-Spokane Valley, WA",9843,1926,0.03485407533834267
Illinois,44100,"Springfield, IL",2374,907,0.02428271876438398
Massachusetts,44140,"Springfield, MA",5269,1203,0.024118390215321518
Missouri,44180,"Springfield, MO",3115,834,0.012867965993869643
Ohio,44220,"Springfield, OH",1306,463,0.02225630538513974
Mississippi,44260,"Starkville, MS",86,105,0.0033434414120208384
Pennsylvania,44300,"State College, PA",892,486,0.012030318560677582
Georgia,44340,"Statesboro, GA",1822,970,0.04467985973172466
Virginia,44420,"Staunton-Stuarts Draft, VA",1313,728,0.021625271757032744
Colorado,44460,"Steamboat Springs, CO",250,255,0.009912767644726407
Texas,44500,"Stephenville, TX",424,369,0.020125308524776914
Colorado,44540,"Sterling, CO",99,163,0.011837857228267369
Illinois,44580,"Sterling, IL",395,283,0.015167805852085093
Wisconsin,44620,"Stevens Point-Plover, WI",221,229,0.005804943395235219
Oklahoma,44660,"Stillwater, OK",1572,751,0.04065587337712719
California,44700,"Stockton-Lodi, CA",7983,1672,0.02162517980349611
Iowa,44740,"Storm Lake, IA",208,145,0.020696517412935322
Michigan,44780,"Sturgis, MI",424,252,0.015538534833437168
Texas,44860,"Sulphur Springs, TX",277,235,0.016274014452734856
Georgia,44900,"Summerville, GA",13,25,0.001249519415609381
South Carolina,44940,"Sumter, SC",2367,1001,0.05913360647546717
Pennsylvania,44980,"Sunbury, PA",548,226,0.011199444115182604
California,45000,"Susanville, CA",788,480,0.07941146830595586
New York,45060,"Syracuse, NY",7089,1503,0.02216767253510116
Oklahoma,45140,"Tahlequah, OK",1356,490,0.06467922728356786
Alabama,45180,"Talladega-Sylacauga, AL",1959,728,0.050089491178726665
Florida,45220,"Tallahassee, FL",3036,1095,0.015671295101429825
Florida,45300,"Tampa-St. Petersburg-Clearwater, FL",35852,3627,0.021967060438213813
New Mexico,45340,"Taos, NM",411,458,0.024621098664110705
Illinois,45380,"Taylorville, IL",352,238,0.02241752642975417
Indiana,45460,"Terre Haute, IN",2801,871,0.03820187940699118
Arkansas,45500,"Texarkana, TX-AR",3790,1130,0.062410459927215244
Texas,45500,"Texarkana, TX-AR",3790,1130,0.062410459927215244
Oregon,45520,"The Dalles, OR",70,100,0.005426777269555779
Georgia,45580,"Thomaston, GA",0,226,0
Georgia,45620,"Thomasville, GA",309,297,0.009484346224677717
Ohio,45660,"Tiffin, OH",101,131,0.0037236395811827165
Georgia,45700,"Tifton, GA",263,295,0.013076119922438224
Georgia,45740,"Toccoa, GA",193,232,0.015008943152655727
Ohio,45780,"Toledo, OH",3659,1027,0.012553176890352683
Kansas,45820,"Topeka, KS",5086,1278,0.04586485828426112
Connecticut,45860,"Torrington, CT",347,266,0.005808892460158028
Michigan,45900,"Traverse City, MI",1345,687,0.01753791188014239
New Jersey,45940,"Trenton-Princeton, NJ",2535,922,0.013401565894997277
Alabama,45980,"Troy, AL",606,555,0.03710506980161646
California,46020,"Truckee-Grass Valley, CA",366,336,0.008697098590879927
Arizona,46060,"Tucson, AZ",17426,2713,0.035432958792359526
Tennessee,46100,"Tullahoma-Manchester, TN",1433,667,0.04733590988669772
Oklahoma,46140,"Tulsa, OK",11845,1350,0.024005723272479653
Mississippi,46180,"Tupelo, MS",800,484,0.013192829697059648
Alabama,46220,"Tuscaloosa, AL",5240,1479,0.04229080578512397
Idaho,46300,"Twin Falls, ID",2263,983,0.03854079738406254
Texas,46340,"Tyler, TX",2827,1322,0.025434784564585637
California,46380,"Ukiah, CA",473,311,0.012419913874593005
Tennessee,46460,"Union City, TN",58,59,0.005085042959845696
Ohio,46500,"Urbana, OH",227,239,0.012195777145006179
Hawaii,46520,"Urban Honolulu, HI",38532,2989,0.0835271649711366
New York,46540,"Utica-Rome, NY",3974,1115,0.03023087748659237
NA,46580,"Utuado, PR",0,251,0
Texas,46620,"Uvalde, TX",0,236,0
Georgia,46660,"Valdosta, GA",1854,776,0.028591256072172104
California,46700,"Vallejo, CA",5467,1267,0.02598174101902413
Ohio,46780,"Van Wert, OH",663,442,0.04981965734896303
Utah,46860,"Vernal, UT",745,595,0.043090982705766674
Mississippi,46980,"Vicksburg, MS",1975,716,0.10801203171998906
Texas,47020,"Victoria, TX",1589,1675,0.03600969927708659
Georgia,47080,"Vidalia, GA",86,85,0.005164234672431394
Indiana,47180,"Vincennes, IN",153,171,0.008562314623090268
New Jersey,47220,"Vineland, NJ",1989,1038,0.029425688670592063
North Carolina,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",70911,5457,0.08493932392078511
Virginia,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC",70911,5457,0.08493932392078511
California,47300,"Visalia, CA",2410,630,0.012146197887267157
Indiana,47340,"Wabash, IN",28,41,0.0018425901553040273
Texas,47380,"Waco, TX",2791,958,0.019533327734385937
Minnesota,47420,"Wahpeton, ND-MN",284,273,0.024736521208953925
North Dakota,47420,"Wahpeton, ND-MN",284,273,0.024736521208953925
Washington,47460,"Walla Walla, WA",1265,532,0.0457421804375339
Ohio,47540,"Wapakoneta, OH",41,55,0.0017564151994173842
Georgia,47580,"Warner Robins, GA",12159,2180,0.13190067582959983
Pennsylvania,47620,"Warren, PA",208,134,0.013020344287949922
Missouri,47660,"Warrensburg, MO",1151,512,0.04527040314650934
Indiana,47700,"Warsaw, IN",455,403,0.01133419689119171
Indiana,47780,"Washington, IN",635,310,0.04133845452770002
North Carolina,47820,"Washington, NC",254,227,0.013910186199342827
District of Columbia,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",465699,12082,0.1368566226169793
Maryland,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",465699,12082,0.1368566226169793
Virginia,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",465699,12082,0.1368566226169793
West Virginia,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",465699,12082,0.1368566226169793
Ohio,47920,"Washington Court House, OH",278,296,0.020905399308166643
NA,47930,"Waterbury-Shelton, CT",4147,1438,0.01782368009352382
Iowa,47940,"Waterloo-Cedar Falls, IA",1266,579,0.01482452956123608
South Dakota,47980,"Watertown, SD",174,170,0.012174643157010915
Wisconsin,48020,"Watertown-Fort Atkinson, WI",519,393,0.011319026432870976
New York,48060,"Watertown-Fort Drum, NY",3254,975,0.06990783509141298
Wisconsin,48140,"Wausau, WI",326,157,0.00456563449714998
Georgia,48180,"Waycross, GA",164,197,0.006454151908697363
NA,48200,"Waynesville, NC",492,264,0.01594865311679471
Oklahoma,48220,"Weatherford, OK",898,437,0.04750317393144308
Ohio,48260,"Weirton-Steubenville, WV-OH",616,395,0.012181375941782514
West Virginia,48260,"Weirton-Steubenville, WV-OH",616,395,0.012181375941782514
Washington,48300,"Wenatchee-East Wenatchee, WA",2103,939,0.03644524548117082
Missouri,48460,"West Plains, MO",708,518,0.03772579527894709
Ohio,48540,"Wheeling, WV-OH",1328,498,0.021231354617979505
West Virginia,48540,"Wheeling, WV-OH",1328,498,0.021231354617979505
Wisconsin,48580,"Whitewater-Elkhorn, WI",276,175,0.005067939772309953
Kansas,48620,"Wichita, KS",7795,1834,0.02432122108442381
Texas,48660,"Wichita Falls, TX",3163,1010,0.04627245596582597
NA,48680,"Wildwood-The Villages, FL",1010,748,0.029541665447951095
Pennsylvania,48700,"Williamsport, PA",1875,700,0.034789869190091846
North Dakota,48780,"Williston, ND",253,255,0.012989013245713112
Minnesota,48820,"Willmar, MN",195,138,0.009208103130755065
North Carolina,48900,"Wilmington, NC",3692,1153,0.016338958148015382
Ohio,48940,"Wilmington, OH",338,291,0.016807558428642465
North Carolina,48980,"Wilson, NC",204,249,0.0060665536622357035
NA,49010,"Winchester, TN",448,312,0.021980178588951037
Virginia,49020,"Winchester, VA-WV",4313,1374,0.059650093354539795
West Virginia,49020,"Winchester, VA-WV",4313,1374,0.059650093354539795
Minnesota,49100,"Winona, MN",121,100,0.004441344883277052
North Carolina,49180,"Winston-Salem, NC",4911,1415,0.014791054890444997
Wisconsin,49220,"Wisconsin Rapids-Marshfield, WI",123,134,0.0035120781223231114
Ohio,49300,"Wooster, OH",622,406,0.010856285125842148
Connecticut,49340,"Worcester, MA",6942,1624,0.015353108219287148
Massachusetts,49340,"Worcester, MA",6942,1624,0.015353108219287148
Minnesota,49380,"Worthington, MN",29,29,0.0030577815267819487
Washington,49420,"Yakima, WA",4462,1389,0.03899429330490182
South Dakota,49460,"Yankton, SD",542,283,0.0470813064628214
Pennsylvania,49620,"York-Hanover, PA",5631,1347,0.02340681129479447
Ohio,49660,"Youngstown-Warren, OH",2839,706,0.014955644056725035
Pennsylvania,49660,"Youngstown-Warren, OH",2839,706,0.014955644056725035
California,49700,"Yuba City, CA",2085,947,0.02745552468363598
Arizona,49740,"Yuma, AZ",4916,1453,0.06572631860418478
Ohio,49780,"Zanesville, OH",267,249,0.007136556811803384
